ID,Event,Tactic,Technique
2018_T05_021,"{""endtime"":""2018-11-03T14:52:48.153258Z"",""timestamp"":""2018-11-03T14:52:48.152825Z"",""bytes"":443,""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":35478,""bytes_in"":134,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":309,""time_taken"":456,""transport"":""tcp"",""flow_id"":""97f12047-12db-41c6-ae3c-1caedc0f286c"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":2573,""http_content_type"":""text/html"",""site"":""10.0.0.23"",""http_method"":""HEAD"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":200,""uri_path"":""/"",""http_user_agent"":""Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:Port Check)"",""protocol_stack"":""ip:tcp:http""}",Discovery,Network Service Scanning
2018_T05_022,"10.0.254.201 - - [03/Nov/2018:14:52:48 +0000] ""HEAD / HTTP/1.1"" 200 309 ""-"" ""Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:Port Check)""",Discovery,Network Service Scanning
2018_T05_023,"root 11608 0 12.6 00:00:00 0.6 53164 77764 pts/6 S 00:06 nmap -T4_-sV_-n_-sSU_-O_-p_T:25,135,137,139,445,1433,3306,5432,U:137,161,162,1434_10.0.0.0/24_-oA_/tmp/sparta-6mXy9z-running/nmap/20181103105246-nmapstage2",Discovery,Network Service Scanning
2018_T05_024,"{""endtime"":""2018-11-03T14:52:52.714104Z"",""timestamp"":""2018-11-03T14:52:52.714055Z"",""bytes"":112,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":40133,""connection"":""10.0.0.23:25"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:00:17"",""dest_port"":25,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":49,""flow_id"":""04ee462e-b050-4f38-b611-0a5df8c60249"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T05_025,root 11623 1 20.6 00:00:01 0.6 45952 73936 pts/6 R 00:05 perl /bin/nikto_-o_/tmp/sparta-6mXy9z-running/nikto/20181103105246-nikto-10.0.0.23-80.txt_-p_80_-h_10.0.0.23,Discovery,Network Service Scanning
2018_T05_026,"{""endtime"":""2018-11-03T15:28:29.155390Z"",""timestamp"":""2018-11-03T15:28:29.146715Z"",""bytes"":589,""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":56004,""bytes_in"":359,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":230,""time_taken"":8675,""transport"":""tcp"",""flow_id"":""0aaf5ef6-3198-46b9-abaa-f39ace567465"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""site"":""10.0.0.23"",""http_method"":,""http_user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T05_027,"{""endtime"":""2018-11-03T15:28:29.179110Z"",""timestamp"":""2018-11-03T15:28:29.162541Z"",""bytes"":2501,""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":56004,""bytes_in"":401,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":2100,""time_taken"":16569,""transport"":""tcp"",""flow_id"":""0aaf5ef6-3198-46b9-abaa-f39ace567465"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":1853,""http_content_type"":""text/html;charset=UTF-8"",""form_data"":""redirect_url=%2Fomk%2Fopen-audit"",""site"":""10.0.0.23"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.23/"",""server"":""Mojolicious (Perl)"",""status"":200,""uri_query"":""redirect_url=%2Fomk%2Fopen-audit"",""uri_path"":""/en/omk/open-audit/login"",""http_user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}","Credential Access, Lateral Movement","Valid Accounts, Remote Services"
2018_T05_028,"{""endtime"":""2018-11-03T15:28:35.892538Z"",""timestamp"":""2018-11-03T15:28:35.861968Z"",""bytes"":970,""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":56020,""bytes_in"":605,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":365,""time_taken"":30597,""transport"":""tcp"",""flow_id"":""f789b95d-8ba9-4962-ad35-b46e16e1b5da"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""http_content_type"":""text/html; charset=UTF-8"",""cookie"":""PHPSESSID=l6s9e54i80v4fs081c5172sid9"",""form_data"":""url=http://10.0.0.23/open-audit/index.php&username=admin&password=password&submit="",""site"":""10.0.0.23"",""http_method"":""POST"",""http_referrer"":""http://10.0.0.23/open-audit/index.php/logon"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":302,""uri_path"":""/open-audit/index.php/logon"",""http_user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}","Credential Access, Lateral Movement","Valid Accounts, Remote Services"
2018_T05_029,root 9051 1 7.8 00:00:00 0.6 46284 65372 pts/1 T 00:05 nmap -sV_10.0.0.0/24_10.0.1.0/24_10.0.2.0/24,Discovery,Network Service Scanning
2018_T05_030,"{""endtime"":""2018-11-03T15:32:16.780483Z"",""timestamp"":""2018-11-03T15:32:16.771875Z"",""bytes"":1063,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":42772,""bytes_in"":473,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":3000,""bytes_out"":590,""time_taken"":8637,""transport"":""tcp"",""flow_id"":""f24ce660-0027-4a0a-b92e-e70acdacb067"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""image/svg+xml"",""cookie"":""connect.sid=s%3A3683oapVnihUE55NJQ8OOsFd7aM9zBBR.R9z0oG9AFq08k10N2Gnh0skILrDRmEJ%2FUAD3R2KBXkI; rc_uid=WmY8dYkNh7hEu2ECT; rc_token=tyV_GTw6MRA5WHlsiMWUa2v6dVGz59y6fsHdKBoPseo"",""form_data"":""_dc=0"",""site"":""10.0.0.20:3000"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.20:3000/home"",""status"":200,""uri_query"":""_dc=0"",""uri_path"":""/avatar/pentest"",""http_user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}",Persistence,Create Account
2018_T05_031,"{""timestamp"":""2018-11-03T15:32:16.781051+0000"",""flow_id"":10165105510454,""in_iface"":""ens4"",""event_type"":""http"",""src_ip"":""10.0.254.204"",""src_port"":42772,""dest_ip"":""10.0.0.20"",""dest_port"":3000,""proto"":""TCP"",""tx_id"":0,""http"":{""hostname"":""10.0.0.20"",""url"":""\/avatar\/pentest?_dc=0"",""http_user_agent"":""Mozilla\/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko\/20100101 Firefox\/63.0"",""http_content_type"":""image\/svg+xml"",""http_refer"":""http:\/\/10.0.0.20:3000\/home"",""http_method"":""GET"",""protocol"":""HTTP\/1.1"",""status"":200,""length"":251}}","Lateral Movement, Lateral Movement","Valid Accounts, Remote Services"
2018_T05_032,root 9051 1 7.8 00:00:00 0.6 46284 65372 pts/1 T 00:05 nmap -sV_10.0.0.0/24_10.0.1.0/24_10.0.2.0/24,Discovery,Network Service Scanning
2018_T05_033,"{""endtime"":""2018-11-03T14:20:31.536230Z"",""timestamp"":""2018-11-03T14:20:31.502584Z"",""bytes"":796,""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":59160,""bytes_in"":18,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8082,""bytes_out"":778,""time_taken"":33683,""transport"":""tcp"",""flow_id"":""07ffd869-89ab-4ead-a935-937be258723a"",""src_ip"":""10.0.254.203"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":539,""http_content_type"":""text/html"",""http_method"":""GET"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/"",""protocol_stack"":""ip:tcp:http""}",Discovery,Network Service Scanning
2018_T05_034,"{""timestamp"":""2018-11-03T14:20:31.536363+0000"",""flow_id"":1137804191574502,""in_iface"":""ens4"",""event_type"":""http"",""src_ip"":""10.0.254.203"",""src_port"":59160,""dest_ip"":""10.0.1.46"",""dest_port"":8082,""proto"":""TCP"",""tx_id"":0,""http"":{""url"":""\/"",""http_content_type"":""text\/html"",""http_method"":""GET"",""protocol"":""HTTP\/1.0"",""status"":200,""length"":539}}",Discovery,Network Service Scanning
2018_T05_035,"{""endtime"":""2018-11-03T14:34:24.390260Z"",""timestamp"":""2018-11-03T14:34:24.390199Z"",""bytes"":128,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":53042,""connection"":""10.0.1.46:23"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":74,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":23,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":61,""flow_id"":""ef32b3f9-06f8-408b-99c6-db6c51a15418"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T05_036,root 18449 0 0.0 00:00:00 0.1 13216 31120 pts/6 R 00:00 perl /bin/nikto_-o_/tmp/sparta-6mXy9z-running/nikto/20181103105650-nikto-10.0.1.46-8082.txt_-p_8082_-h_10.0.1.46,Discovery,Network Service Scanning
2018_T05_037,"{""endtime"":""2018-11-03T15:31:25.637882Z"",""timestamp"":""2018-11-03T15:31:25.635490Z"",""hostname"":[""e.root-servers.net"",""j.root-servers.net"",""m.root-servers.net"",""f.root-servers.net"",""i.root-servers.net"",""h.root-servers.net"",""d.root-servers.net"",""c.root-servers.net"",""g.root-servers.net"",""b.root-servers.net"",""a.root-servers.net"",""l.root-servers.net"",""k.root-servers.net""],""host_addr"":[""178.128.155.157""],""message_type"":[""QUERY"",""RESPONSE""],""name"":[""www.traccar.org""],""query"":[""www.traccar.org""],""query_type"":[""A""],""reply_code"":""NoError"",""reply_code_id"":0,""response_time"":2392,""transaction_id"":19641,""ttl"":[32768,8961,83007,83007,83007,83007,83007,83007,83007,83007,83007,83007,83007,83007,83007,83330,32768],""bytes"":624,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":32782,""bytes_in"":67,""dest_ip"":""10.0.254.10"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":53,""bytes_out"":557,""time_taken"":2392,""transport"":""udp"",""flow_id"":""c579fc50-0385-4077-9781-64b972231fc3"",""protocol_stack"":""ip:udp:dns""}",Pre-Attack,Pre-Attack
2018_T05_038,"{""endtime"":""2018-11-03T15:37:11.307990Z"",""timestamp"":""2018-11-03T15:37:11.157380Z"",""bytes"":1226,""src_mac"":""42:01:0A:00:01:01"",""src_port"":56584,""bytes_in"":495,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":8082,""bytes_out"":731,""time_taken"":151131,""transport"":""tcp"",""flow_id"":""36cad917-ad9a-4b31-bebd-277403b5cc4d"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":379,""http_content_type"":""application/json"",""cookie"":""JSESSIONID=node01kozp5dsitxyjb1gko44rjc0b1.node0"",""form_data"":""email=admin&password=admin&undefined=false"",""site"":""10.0.1.46:8082"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.46:8082/"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/api/session"",""http_user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}","Credential Access, Lateral Movement, Lateral Movement,","Brute Force, Valid Accounts, Remote Services"
2018_T05_039,root 9051 1 7.8 00:00:00 0.6 46284 65372 pts/1 T 00:05 nmap -sV_10.0.0.0/24_10.0.1.0/24_10.0.2.0/24,Discovery,Network Service Scanning
2018_T05_040,root 11618 0 18.1 00:00:01 0.5 45688 73684 pts/6 S 00:06 perl /bin/nikto_-o_/tmp/sparta-6mXy9z-running/nikto/20181103105246-nikto-10.0.0.176-80.txt_-p_80_-h_10.0.0.176,Discovery,Network Service Scanning
2018_T05_041,"10.0.254.201 - - [03/Nov/2018:14:52:47 +0000] ""HEAD / HTTP/1.1"" 200 0 ""-"" ""Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:Port Check)""",Discovery,Network Service Scanning
2018_T05_042,"{""endtime"":""2018-11-03T14:52:47.712011Z"",""timestamp"":""2018-11-03T14:52:47.706050Z"",""bytes"":375,""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":53200,""bytes_in"":135,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":240,""time_taken"":5976,""transport"":""tcp"",""flow_id"":""9d584126-41d8-4acd-8c62-1cf13f872b6d"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":4330,""http_content_type"":""text/html; charset=utf-8"",""site"":""10.0.0.176"",""http_method"":""HEAD"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/"",""http_user_agent"":""Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:Port Check)"",""protocol_stack"":""ip:tcp:http""}",Discovery,Network Service Scanning
2018_T05_043,"{""endtime"":""2018-11-03T15:23:27.491854Z"",""timestamp"":""2018-11-03T15:23:27.485254Z"",""bytes"":2244,""src_mac"":""42:01:0A:00:FE:CD"",""src_port"":51666,""bytes_in"":352,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":1892,""time_taken"":6600,""transport"":""tcp"",""flow_id"":""2a711384-095d-4ce3-b6a9-bb31a9e769af"",""src_ip"":""10.0.254.205"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.176/"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/about"",""http_user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T05_044,"{""endtime"":""2018-11-03T15:24:22.057831Z"",""timestamp"":""2018-11-03T15:24:22.054901Z"",""bytes"":18717,""src_mac"":""42:01:0A:00:FE:CD"",""src_port"":51666,""bytes_in"":370,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":18347,""time_taken"":2940,""transport"":""tcp"",""flow_id"":""2a711384-095d-4ce3-b6a9-bb31a9e769af"",""src_ip"":""10.0.254.205"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":18013,""http_content_type"":""application/json; charset=UTF-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.176/about"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/public/apidoc.json"",""http_user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T05_045,"{""endtime"":""2018-11-03T19:37:57.034029Z"",""timestamp"":""2018-11-03T19:37:57.020902Z"",""bytes"":565,""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":34246,""bytes_in"":167,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":398,""time_taken"":13165,""transport"":""tcp"",""flow_id"":""782a1150-0538-4214-87a8-3aacbe2a7bf8"",""src_ip"":""10.0.254.202"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":154,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""cmd=uname -a"",""site"":""10.0.0.176"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_query"":""cmd=uname -a"",""uri_path"":""/api/v1/cmdlet"",""http_user_agent"":""python-requests/2.20.0"",""protocol_stack"":""ip:tcp:http""}","Execution, Lateral Movement","Execution for Client Exploitation, Exploitation of Remote Services"
2018_T05_046,"10.0.254.202 - - [03/Nov/2018:19:37:57 +0000] ""GET /api/v1/cmdlet?cmd=uname+-a HTTP/1.1"" 200 154 ""-"" ""python-requests/2.20.0""","Execution, Lateral Movement","Execution for Client Exploitation, Exploitation of Remote Services"
2018_T05_047,"{""endtime"":""2018-11-03T14:01:08.952127Z"",""timestamp"":""2018-11-03T14:01:08.952116Z"",""bytes"":112,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":33427,""connection"":""10.0.1.40:443"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.40"",""dest_mac"":""42:01:0A:00:01:28"",""dest_port"":443,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":11,""flow_id"":""acbad912-dc21-4bae-8c72-a4e2a4e4a9d1"",""protocol_stack"":""""}",Discovery,"Network Service Scanning, Security Software Discovery"
2018_T05_048,root 13433 0 14.5 00:00:00 0.8 64908 81868 pts/0 S 00:06 nmap -sV_-sC_-O_-v_-A_10.0.1.0/24_-T_5,Discovery,"Network Service Scanning, Security Software Discovery"
2018_T07_001,nmap 10.0.1.51 -p-,Discovery,Network Service Scanning
2018_T07_002,root 30398 0 9.6 00:00:00 0.6 49896 64036 pts/5 S 00:05 nmap 10.0.1.51_-p5432_-sV_-sC ,Discovery,Network Service Scanning
2018_T07_003,tcp 0 0 10.0.1.51:5432 10.0.254.205:36614 TIME-WAIT tcp 0 0 10.0.1.51:5432 10.0.254.205:36616 TIME-WAIT tcp 0 0 10.0.1.51:5432 10.0.1.41:55320 ESTAB tcp 0 0 10.0.1.51:5432 10.0.254.205:36554 TIME-WAIT,Discovery,Network Service Scanning
2018_T07_004,root 20071 1 0.3 00:00:00 0.1 8172 21864 pts/1 S 00:18 vi dblapiexport.pgsql,"Collection, Credential Access","Data From Local System, Credential Dumping"
2018_T07_005,psql -h postgres-00.prod.wheelzapp.com -U postgres,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T07_006,tcp 0 0 10.0.254.205:58974 10.0.1.51:5432 ESTAB ,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T07_007,tcp 0 0 10.0.1.51:5432 10.0.254.205:58974 ESTAB,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T07_008,pg_dump -h postgres-00.prod.wheelzapp.com -U postgres dapi > dbdapiexport.pgsql,"Collection, Credential Access","Automated Collection, Credential Dumping"
2018_T07_009,pg_dump -h postgres-00.prod.wheelzapp.com -U postgres lapi > dblapiexport.pgsql,"Collection, Credential Access","Automated Collection, Credential Dumping"
2018_T07_010,nmap 10.0.1.51 -p-,Discovery,Network Service Scanning
2018_T07_011,nmap 10.0.1.51 -p5432 -sV -sC ,Discovery,Network Service Scanning
2018_T07_012,root 5488 0 0.0 00:00:00 0.1 11208 43864 pts/5 S 00:00 psql -h_postgres-00.prod.wheelzapp.com_-U_postgres,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T07_013,tcp 0 0 10.0.254.205:58974 10.0.1.51:5432 ESTAB,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T07_014,tcp 0 0 10.0.1.51:5432 10.0.254.205:58974 ESTAB,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T07_015,root 591 1 0.0 00:00:00 0.0 6188 14844 pts/3 S 00:15 ssh jerrold.reddick@10.0.0.20,"Lateral Movement, Lateral Movement","Valid Accounts, Remote Services"
2018_T07_016,USERNAME FROM LATEST jerrold.reddick 10.0.254.206 Sat Nov 3 15:41,"Lateral Movement, Lateral Movement","Valid Accounts, Remote Services"
2018_T07_017,root 15015 0 2.9 00:00:04 2.4 188392 482768 pts/1 S 02:44 nmap -sV_-v_-sC_-p-_--open_-oA_all_no_ping_-iL_hosts.txt,Discovery,Network Service Scanning
2018_T07_018,"{""timestamp"":""2018-11-03T14:43:59.193759+0000"",""flow_id"":2102642917448391,""in_iface"":""ens4"",""event_type"":""alert"",""src_ip"":""10.0.254.202"",""src_port"":33478,""dest_ip"":""10.0.0.20"",""dest_port"":27017,""proto"":""TCP"",""alert"":{""action"":""allowed"",""gid"":1,""signature_id"":2809505,""rev"":1,""signature"":""ETPRO ATTACK_RESPONSE MongoDB Database Enumeration Request"",""category"":""Successful Administrator Privilege Gain"",""severity"":1},""payload"":""QwAAADwwAAD\/\/\/\/\/1AcAAAAAAABhZG1pbi4kY21kAAAAAAD\/\/\/\/\/HAAAAAFsaXN0RGF0YWJhc2VzAAAAAAAAAPA\/AA=="",""stream"":0,""packet"":""QgEKAAAUQgEKAAABCABFAAB3MW5AAEAG9jQKAP7KCgAAFILGaYkBapeMwK1F7YAYAN4cTgAAAQEIChQZYg7OJYJ4QwAAADwwAAD\/\/\/\/\/1AcAAAAAAABhZG1pbi4kY21kAAAAAAD\/\/\/\/\/HAAAAAFsaXN0RGF0YWJhc2VzAAAAAAAAAPA\/AA=="",""packet_info"":{""linktype"":1}}","Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_019,"{""endtime"":""2018-11-03T14:43:59.324079Z"",""timestamp"":""2018-11-03T14:43:59.134660Z"",""bytes"":1045,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":33478,""connection"":""10.0.0.20:27017"",""client_rtt"":8,""client_rtt_packets"":2,""client_rtt_sum"":16,""ack_packets_in"":4,""bytes_in"":471,""data_packets_in"":1,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":6,""app"":""tcp"",""server_rtt"":136,""server_rtt_packets"":1,""server_rtt_sum"":136,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":27017,""ack_packets_out"":3,""bytes_out"":574,""data_packets_out"":1,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":4,""tcp_status"":0,""time_taken"":189427,""flow_id"":""488f0f83-ff7b-4535-9a4d-94d689471896"",""protocol_stack"":""ip:tcp:unknown"",""initial_rtt"":79}","Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_020,"{""endtime"":""2018-11-03T14:43:59.194935Z"",""timestamp"":""2018-11-03T14:43:59.190420Z"",""bytes"":433,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:FE:CA"",""bytes_in"":99,""packets_in"":4,""protocol"":""TCP"",""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:FE:01"",""bytes_out"":334,""packets_out"":3,""flow_id"":""488f0f83-ff7b-4535-9a4d-94d689471896"",""protoid"":6,""version"":4,""tos"":0,""fragment_count"":0,""protocol_stack"":""ip:tcp:unknown""}","Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_021,2018-11-03T14:43:59.138+0000 I NETWORK [listener] connection accepted from 10.0.254.202:33478 #24 (23 connections now open),"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_022,2018-11-03T14:43:59.327+0000 I NETWORK [conn24] end connection 10.0.254.202:33478 (22 connections now open),"Credential Access, Lateral Movement","Brute Force, Remote Services"
